State Name,county Name,State Code,County Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting
California,Marin,6,41,4/26/2016,38,Good,Ozone,06-041-0001,1
California,Marin,6,41,4/27/2016,36,Good,Ozone,06-041-0001,1
California,Marin,6,41,4/28/2016,32,Good,Ozone,06-041-0001,1
California,Marin,6,41,4/29/2016,34,Good,Ozone,06-041-0001,1
California,Marin,6,41,4/30/2016,55,Moderate,PM2.5,06-041-0002,2
California,Marin,6,41,5/1/2016,42,Good,Ozone,06-041-0001,1
California,Marin,6,41,5/2/2016,36,Good,Ozone,06-041-0001,1
California,Marin,6,41,5/3/2016,26,Good,Ozone,06-041-0002,2
California,Marin,6,41,5/4/2016,31,Good,Ozone,06-041-0001,1
California,Marin,6,41,5/5/2016,31,Good,Ozone,06-041-0001,1
California,Marin,6,41,5/6/2016,40,Good,PM2.5,06-041-0002,2
California,Marin,6,41,5/7/2016,29,Good,Ozone,06-041-0001,1
California,Marin,6,41,5/8/2016,24,Good,Ozone,06-041-0001,1
California,Marin,6,41,5/9/2016,48,Good,PM2.5,06-041-0002,2
California,Marin,6,41,5/10/2016,31,Good,Ozone,06-041-0001,1
California,Marin,6,41,5/11/2016,31,Good,Ozone,06-041-0001,1
California,Marin,6,41,5/12/2016,38,Good,PM2.5,06-041-0002,2
California,Marin,6,41,5/13/2016,32,Good,Ozone,06-041-0001,1
California,Marin,6,41,5/14/2016,29,Good,Ozone,06-041-0001,1
California,Marin,6,41,5/15/2016,28,Good,Ozone,06-041-0001,2
California,Marin,6,41,5/16/2016,26,Good,Ozone,06-041-0001,1
California,Marin,6,41,5/17/2016,36,Good,Ozone,06-041-0001,1
California,Marin,6,41,5/18/2016,51,Moderate,PM2.5,06-041-0001,1
California,Marin,6,41,5/19/2016,36,Good,Ozone,06-041-0001,1
California,Marin,6,41,5/20/2016,32,Good,Ozone,06-041-0001,1
California,Marin,6,41,5/21/2016,31,Good,Ozone,06-041-0001,2
California,Marin,6,41,5/22/2016,25,Good,Ozone,06-041-0001,1
California,Marin,6,41,5/23/2016,24,Good,Ozone,06-041-0001,1
California,Marin,6,41,5/24/2016,22,Good,Ozone,06-041-0001,2
California,Marin,6,41,5/25/2016,26,Good,Ozone,06-041-0001,1
California,Marin,6,41,5/26/2016,36,Good,Ozone,06-041-0001,1
California,Marin,6,41,5/27/2016,62,Moderate,PM2.5,06-041-0002,2
California,Marin,6,41,5/28/2016,49,Good,Ozone,06-041-0001,1
California,Marin,6,41,5/29/2016,45,Good,PM2.5,06-041-0001,1
California,Marin,6,41,5/30/2016,52,Moderate,PM2.5,06-041-0002,2
California,Marin,6,41,5/31/2016,32,Good,Ozone,06-041-0001,1
California,Marin,6,41,6/1/2016,31,Good,Ozone,06-041-0001,1
California,Marin,6,41,6/2/2016,33,Good,Ozone,06-041-0001,1
California,Marin,6,41,6/3/2016,38,Good,Ozone,06-041-0001,1
California,Marin,6,41,6/4/2016,35,Good,Ozone,06-041-0001,1
California,Marin,6,41,6/5/2016,30,Good,Ozone,06-041-0001,1
California,Marin,6,41,6/6/2016,24,Good,Ozone,06-041-0001,1
California,Marin,6,41,6/7/2016,22,Good,Ozone,06-041-0001,1
California,Marin,6,41,6/8/2016,26,Good,Ozone,06-041-0001,2
California,Marin,6,41,6/9/2016,27,Good,Ozone,06-041-0001,1
California,Marin,6,41,6/10/2016,31,Good,Ozone,06-041-0001,1
California,Marin,6,41,6/11/2016,49,Good,PM2.5,06-041-0001,2
California,Marin,6,41,6/12/2016,41,Good,PM2.5,06-041-0001,1
California,Marin,6,41,6/13/2016,34,Good,PM2.5,06-041-0001,1
California,Marin,6,41,6/14/2016,31,Good,PM2.5,06-041-0001,2
California,Marin,6,41,6/15/2016,26,Good,Ozone,06-041-0001,1
California,Marin,6,41,6/16/2016,28,Good,Ozone,06-041-0001,1
California,Marin,6,41,6/17/2016,30,Good,Ozone,06-041-0001,2
California,Marin,6,41,6/18/2016,33,Good,Ozone,06-041-0001,1
California,Marin,6,41,6/19/2016,39,Good,Ozone,06-041-0001,1
California,Marin,6,41,6/20/2016,41,Good,PM2.5,06-041-0002,2
California,Marin,6,41,6/21/2016,34,Good,Ozone,06-041-0001,1
California,Marin,6,41,6/22/2016,31,Good,Ozone,06-041-0001,1
California,Marin,6,41,6/23/2016,24,Good,Ozone,06-041-0001,1
California,Marin,6,41,6/24/2016,29,Good,Ozone,06-041-0001,1
California,Marin,6,41,6/25/2016,40,Good,PM2.5,06-041-0001,1
California,Marin,6,41,6/26/2016,38,Good,PM2.5,06-041-0001,2
California,Marin,6,41,6/27/2016,28,Good,Ozone,06-041-0001,1
California,Marin,6,41,6/28/2016,40,Good,PM2.5,06-041-0001,1
California,Marin,6,41,6/29/2016,51,Moderate,PM2.5,06-041-0001,1
California,Marin,6,41,6/30/2016,58,Moderate,PM2.5,06-041-0001,1
California,Marin,6,41,7/1/2016,51,Moderate,PM2.5,06-041-0001,1
California,Marin,6,41,7/2/2016,21,Good,Ozone,06-041-0001,2
California,Marin,6,41,7/3/2016,31,Good,Ozone,06-041-0001,1
California,Marin,6,41,7/4/2016,21,Good,Ozone,06-041-0001,1
California,Marin,6,41,7/5/2016,25,Good,PM2.5,06-041-0002,2
California,Marin,6,41,7/6/2016,35,Good,PM2.5,06-041-0001,1
California,Marin,6,41,7/7/2016,18,Good,PM2.5,06-041-0001,1
California,Marin,6,41,7/8/2016,15,Good,Ozone,06-041-0001,2
California,Marin,6,41,7/9/2016,26,Good,Ozone,06-041-0001,1
California,Marin,6,41,7/10/2016,25,Good,PM2.5,06-041-0001,1
California,Marin,6,41,7/11/2016,43,Good,PM2.5,06-041-0002,2
California,Marin,6,41,7/12/2016,28,Good,PM2.5,06-041-0001,1
California,Marin,6,41,7/13/2016,30,Good,PM2.5,06-041-0001,1
California,Marin,6,41,7/14/2016,31,Good,PM2.5,06-041-0002,2
California,Marin,6,41,7/15/2016,25,Good,Ozone,06-041-0001,1
California,Marin,6,41,7/16/2016,21,Good,Ozone,06-041-0001,1
California,Marin,6,41,7/17/2016,29,Good,PM2.5,06-041-0002,2
California,Marin,6,41,7/18/2016,19,Good,Ozone,06-041-0001,1
California,Marin,6,41,7/19/2016,24,Good,Ozone,06-041-0001,1
California,Marin,6,41,7/20/2016,24,Good,Ozone,06-041-0001,2
California,Marin,6,41,7/21/2016,23,Good,Ozone,06-041-0001,1
California,Marin,6,41,7/22/2016,26,Good,Ozone,06-041-0001,1
California,Marin,6,41,7/23/2016,49,Good,PM2.5,06-041-0002,2
California,Marin,6,41,7/24/2016,45,Good,PM2.5,06-041-0001,1
California,Marin,6,41,7/25/2016,20,Good,Ozone,06-041-0001,1
California,Marin,6,41,7/26/2016,32,Good,Ozone,06-041-0001,2
California,Marin,6,41,7/27/2016,24,Good,Ozone,06-041-0001,1
California,Marin,6,41,7/28/2016,21,Good,Ozone,06-041-0001,1
California,Marin,6,41,7/29/2016,20,Good,Ozone,06-041-0001,2
California,Marin,6,41,7/30/2016,26,Good,Ozone,06-041-0001,1
California,Marin,6,41,7/31/2016,26,Good,Ozone,06-041-0001,1
California,Marin,6,41,8/1/2016,26,Good,Ozone,06-041-0001,2
California,Marin,6,41,8/2/2016,21,Good,Ozone,06-041-0001,1
California,Marin,6,41,8/3/2016,36,Good,PM2.5,06-041-0001,1
California,Marin,6,41,8/4/2016,24,Good,PM2.5,06-041-0001,2
California,Marin,6,41,8/5/2016,22,Good,Ozone,06-041-0001,1
California,Marin,6,41,8/6/2016,29,Good,PM2.5,06-041-0001,1
California,Marin,6,41,8/7/2016,38,Good,PM2.5,06-041-0002,2
California,Marin,6,41,8/8/2016,23,Good,PM2.5,06-041-0001,1
California,Marin,6,41,8/9/2016,20,Good,Ozone,06-041-0001,1
California,Marin,6,41,8/10/2016,19,Good,Ozone,06-041-0001,1
California,Marin,6,41,8/11/2016,23,Good,Ozone,06-041-0001,1
California,Marin,6,41,8/12/2016,21,Good,Ozone,06-041-0001,1
California,Marin,6,41,8/13/2016,22,Good,Ozone,06-041-0001,2
California,Marin,6,41,8/14/2016,19,Good,Ozone,06-041-0001,1
California,Marin,6,41,8/15/2016,19,Good,Ozone,06-041-0001,1
California,Marin,6,41,8/16/2016,22,Good,Ozone,06-041-0001,2
California,Marin,6,41,8/17/2016,26,Good,Ozone,06-041-0001,1
California,Marin,6,41,8/18/2016,29,Good,Ozone,06-041-0001,1
California,Marin,6,41,8/19/2016,35,Good,PM2.5,06-041-0001,2
California,Marin,6,41,8/20/2016,31,Good,PM2.5,06-041-0001,1
California,Marin,6,41,8/21/2016,27,Good,Ozone,06-041-0001,1
California,Marin,6,41,8/22/2016,22,Good,Ozone,06-041-0001,2
California,Marin,6,41,8/23/2016,26,Good,Ozone,06-041-0001,1
California,Marin,6,41,8/24/2016,23,Good,Ozone,06-041-0001,1
California,Marin,6,41,8/25/2016,26,Good,Ozone,06-041-0001,1
California,Marin,6,41,8/26/2016,28,Good,Ozone,06-041-0001,1
California,Marin,6,41,8/27/2016,30,Good,PM2.5,06-041-0001,1
California,Marin,6,41,8/28/2016,34,Good,Ozone,06-041-0001,2
California,Marin,6,41,8/29/2016,27,Good,Ozone,06-041-0001,1
California,Marin,6,41,8/30/2016,20,Good,Ozone,06-041-0001,1
California,Marin,6,41,8/31/2016,18,Good,Ozone,06-041-0001,1
California,Marin,6,41,9/1/2016,25,Good,PM2.5,06-041-0001,1
California,Marin,6,41,9/2/2016,36,Good,PM2.5,06-041-0001,1
California,Marin,6,41,9/3/2016,47,Good,PM2.5,06-041-0001,1
California,Marin,6,41,9/4/2016,35,Good,PM2.5,06-041-0001,1
California,Marin,6,41,9/5/2016,47,Good,PM2.5,06-041-0001,1
California,Marin,6,41,9/6/2016,54,Moderate,PM2.5,06-041-0001,1
California,Marin,6,41,9/7/2016,55,Moderate,PM2.5,06-041-0001,1
California,Marin,6,41,9/8/2016,37,Good,Ozone,06-041-0001,1
California,Marin,6,41,9/9/2016,30,Good,Ozone,06-041-0001,2
California,Marin,6,41,9/10/2016,24,Good,Ozone,06-041-0001,1
California,Marin,6,41,9/11/2016,27,Good,Ozone,06-041-0001,1
California,Marin,6,41,9/12/2016,33,Good,PM2.5,06-041-0002,2
California,Marin,6,41,9/13/2016,30,Good,Ozone,06-041-0001,1
California,Marin,6,41,9/14/2016,30,Good,Ozone,06-041-0001,1
California,Marin,6,41,9/15/2016,30,Good,Ozone,06-041-0001,2
California,Marin,6,41,9/16/2016,31,Good,Ozone,06-041-0001,1
California,Marin,6,41,9/17/2016,30,Good,Ozone,06-041-0001,1
California,Marin,6,41,9/18/2016,43,Good,Ozone,06-041-0001,2
California,Marin,6,41,9/19/2016,28,Good,Ozone,06-041-0001,1
California,Marin,6,41,9/20/2016,28,Good,Ozone,06-041-0001,1
California,Marin,6,41,9/21/2016,41,Good,PM2.5,06-041-0001,1
California,Marin,6,41,9/22/2016,37,Good,PM2.5,06-041-0001,1
California,Marin,6,41,9/23/2016,33,Good,PM2.5,06-041-0001,1
California,Marin,6,41,9/24/2016,28,Good,Ozone,06-041-0001,1
California,Marin,6,41,9/25/2016,54,Moderate,Ozone,06-041-0001,1
California,Marin,6,41,9/26/2016,90,Moderate,Ozone,06-041-0001,1
California,Marin,6,41,9/27/2016,42,Good,NO2,06-041-0001,1
California,Marin,6,41,9/28/2016,26,Good,PM2.5,06-041-0001,1
California,Marin,6,41,9/29/2016,33,Good,PM2.5,06-041-0001,1
California,Marin,6,41,9/30/2016,43,Good,PM2.5,06-041-0001,1
California,Marin,6,41,10/1/2016,34,Good,Ozone,06-041-0001,1
California,Marin,6,41,10/2/2016,33,Good,Ozone,06-041-0001,1
California,Marin,6,41,10/3/2016,25,Good,NO2,06-041-0001,1
California,Marin,6,41,10/4/2016,30,Good,Ozone,06-041-0001,1
California,Marin,6,41,10/5/2016,31,Good,Ozone,06-041-0001,1
California,Marin,6,41,10/6/2016,31,Good,Ozone,06-041-0001,1
California,Marin,6,41,10/7/2016,38,Good,Ozone,06-041-0001,1
California,Marin,6,41,10/8/2016,51,Moderate,Ozone,06-041-0001,1
California,Marin,6,41,10/9/2016,45,Good,Ozone,06-041-0001,1
California,Marin,6,41,10/10/2016,33,Good,Ozone,06-041-0001,1
California,Marin,6,41,10/11/2016,37,Good,Ozone,06-041-0001,1
California,Marin,6,41,10/12/2016,26,Good,Ozone,06-041-0001,1
California,Marin,6,41,10/13/2016,22,Good,NO2,06-041-0001,1
California,Marin,6,41,10/14/2016,24,Good,Ozone,06-041-0001,1
California,Marin,6,41,10/15/2016,32,Good,Ozone,06-041-0001,1
California,Marin,6,41,10/16/2016,32,Good,Ozone,06-041-0001,1
California,Marin,6,41,10/17/2016,33,Good,PM2.5,06-041-0001,1
California,Marin,6,41,10/18/2016,31,Good,Ozone,06-041-0001,1
California,Marin,6,41,10/19/2016,28,Good,NO2,06-041-0001,1
California,Marin,6,41,10/20/2016,27,Good,PM2.5,06-041-0001,1
California,Marin,6,41,10/21/2016,29,Good,PM2.5,06-041-0001,2
California,Marin,6,41,10/22/2016,27,Good,Ozone,06-041-0001,1
California,Marin,6,41,10/23/2016,42,Good,Ozone,06-041-0001,1
California,Marin,6,41,10/24/2016,38,Good,Ozone,06-041-0001,2
California,Marin,6,41,10/25/2016,24,Good,Ozone,06-041-0001,1
California,Marin,6,41,10/26/2016,23,Good,Ozone,06-041-0001,1
California,Marin,6,41,10/27/2016,23,Good,PM2.5,06-041-0001,1
California,Marin,6,41,10/28/2016,32,Good,Ozone,06-041-0001,1
California,Marin,6,41,10/29/2016,30,Good,Ozone,06-041-0001,1
California,Marin,6,41,10/30/2016,36,Good,Ozone,06-041-0001,1
California,Marin,6,41,10/31/2016,31,Good,Ozone,06-041-0001,1
California,Marin,6,41,11/1/2016,33,Good,Ozone,06-041-0001,1
California,Marin,6,41,11/2/2016,28,Good,PM2.5,06-041-0001,1
California,Marin,6,41,11/3/2016,34,Good,PM2.5,06-041-0001,1
California,Marin,6,41,11/4/2016,49,Good,PM2.5,06-041-0001,1
California,Marin,6,41,11/5/2016,40,Good,PM2.5,06-041-0001,2
California,Marin,6,41,11/6/2016,28,Good,Ozone,06-041-0001,1
California,Marin,6,41,11/7/2016,30,Good,NO2,06-041-0001,1
California,Marin,6,41,11/8/2016,33,Good,PM2.5,06-041-0001,2
California,Marin,6,41,11/9/2016,35,Good,PM2.5,06-041-0001,1
California,Marin,6,41,11/10/2016,49,Good,PM2.5,06-041-0001,1
California,Marin,6,41,11/11/2016,56,Moderate,PM2.5,06-041-0001,2
California,Marin,6,41,11/12/2016,28,Good,Ozone,06-041-0001,1
California,Marin,6,41,11/13/2016,32,Good,PM2.5,06-041-0001,1
California,Marin,6,41,11/14/2016,41,Good,PM2.5,06-041-0001,2
California,Marin,6,41,11/15/2016,31,Good,Ozone,06-041-0001,1
California,Marin,6,41,11/16/2016,32,Good,Ozone,06-041-0001,1
California,Marin,6,41,11/17/2016,26,Good,NO2,06-041-0001,2
California,Marin,6,41,11/18/2016,38,Good,Ozone,06-041-0001,1
California,Marin,6,41,11/19/2016,35,Good,Ozone,06-041-0001,1
California,Marin,6,41,11/20/2016,27,Good,Ozone,06-041-0001,2
California,Marin,6,41,11/21/2016,30,Good,PM2.5,06-041-0001,1
California,Marin,6,41,11/22/2016,30,Good,Ozone,06-041-0001,1
California,Marin,6,41,11/23/2016,29,Good,PM2.5,06-041-0001,2
California,Marin,6,41,11/24/2016,27,Good,PM2.5,06-041-0001,1
California,Marin,6,41,11/25/2016,51,Moderate,PM2.5,06-041-0001,1
California,Marin,6,41,11/26/2016,33,Good,Ozone,06-041-0001,2
California,Marin,6,41,11/27/2016,33,Good,Ozone,06-041-0001,1
California,Marin,6,41,11/28/2016,31,Good,Ozone,06-041-0001,1
California,Marin,6,41,11/29/2016,31,Good,PM2.5,06-041-0002,2
California,Marin,6,41,11/30/2016,35,Good,PM2.5,06-041-0001,1
California,Marin,6,41,12/1/2016,28,Good,Ozone,06-041-0001,1
California,Marin,6,41,12/2/2016,31,Good,Ozone,06-041-0001,2
California,Marin,6,41,12/3/2016,43,Good,PM2.5,06-041-0001,1
California,Marin,6,41,12/4/2016,37,Good,PM2.5,06-041-0001,1
California,Marin,6,41,12/5/2016,27,Good,PM2.5,06-041-0002,2
California,Marin,6,41,12/6/2016,28,Good,NO2,06-041-0001,1
California,Marin,6,41,12/7/2016,29,Good,PM2.5,06-041-0001,1
California,Marin,6,41,12/8/2016,40,Good,PM2.5,06-041-0001,2
California,Marin,6,41,12/9/2016,25,Good,Ozone,06-041-0001,1
California,Marin,6,41,12/10/2016,24,Good,Ozone,06-041-0001,1
California,Marin,6,41,12/11/2016,27,Good,PM2.5,06-041-0001,2
California,Marin,6,41,12/12/2016,32,Good,PM2.5,06-041-0001,1
California,Marin,6,41,12/13/2016,55,Moderate,PM2.5,06-041-0001,1
California,Marin,6,41,12/14/2016,28,Good,NO2,06-041-0001,2
California,Marin,6,41,12/15/2016,36,Good,Ozone,06-041-0001,1
California,Marin,6,41,12/16/2016,34,Good,Ozone,06-041-0001,1
California,Marin,6,41,12/17/2016,27,Good,PM2.5,06-041-0001,2
California,Marin,6,41,12/18/2016,40,Good,PM2.5,06-041-0001,1
California,Marin,6,41,12/19/2016,32,Good,PM2.5,06-041-0001,1
California,Marin,6,41,12/20/2016,43,Good,PM2.5,06-041-0001,2
California,Marin,6,41,12/21/2016,45,Good,PM2.5,06-041-0001,1
California,Marin,6,41,12/22/2016,40,Good,PM2.5,06-041-0001,1
California,Marin,6,41,12/23/2016,31,Good,Ozone,06-041-0001,2
California,Marin,6,41,12/24/2016,30,Good,Ozone,06-041-0001,1
California,Marin,6,41,12/25/2016,39,Good,PM2.5,06-041-0001,1
California,Marin,6,41,12/26/2016,33,Good,PM2.5,06-041-0001,2
California,Marin,6,41,12/27/2016,31,Good,NO2,06-041-0001,1
California,Marin,6,41,12/28/2016,28,Good,NO2,06-041-0001,1
California,Marin,6,41,12/29/2016,57,Moderate,PM2.5,06-041-0001,2
California,Marin,6,41,12/30/2016,53,Moderate,PM2.5,06-041-0001,1
California,Marin,6,41,12/31/2016,33,Good,PM2.5,06-041-0001,1
California,Napa,6,55,1/1/2016,50,Good,PM2.5,06-055-0003,1
California,Napa,6,55,1/2/2016,37,Good,PM2.5,06-055-0003,1
California,Napa,6,55,1/3/2016,50,Good,PM2.5,06-055-0003,1
California,Napa,6,55,1/4/2016,50,Good,PM2.5,06-055-0003,1
California,Napa,6,55,1/5/2016,25,Good,Ozone,06-055-0003,1
California,Napa,6,55,1/6/2016,29,Good,Ozone,06-055-0003,1
California,Napa,6,55,1/7/2016,32,Good,PM2.5,06-055-0003,1
California,Napa,6,55,1/8/2016,28,Good,PM2.5,06-055-0003,1
California,Napa,6,55,1/9/2016,42,Good,PM2.5,06-055-0003,1
California,Napa,6,55,1/10/2016,30,Good,Ozone,06-055-0003,1
California,Napa,6,55,1/11/2016,26,Good,Ozone,06-055-0003,1
California,Napa,6,55,1/12/2016,55,Moderate,PM2.5,06-055-0003,1
California,Napa,6,55,1/13/2016,33,Good,Ozone,06-055-0003,1
California,Napa,6,55,1/14/2016,30,Good,Ozone,06-055-0003,1
California,Napa,6,55,1/15/2016,26,Good,Ozone,06-055-0003,1
California,Napa,6,55,1/16/2016,28,Good,PM2.5,06-055-0003,1
California,Napa,6,55,1/17/2016,24,Good,Ozone,06-055-0003,1
California,Napa,6,55,1/18/2016,29,Good,Ozone,06-055-0003,1
California,Napa,6,55,1/19/2016,29,Good,Ozone,06-055-0003,1
California,Napa,6,55,1/20/2016,20,Good,PM2.5,06-055-0003,1
California,Napa,6,55,1/21/2016,27,Good,PM2.5,06-055-0003,1
California,Napa,6,55,1/22/2016,35,Good,Ozone,06-055-0003,1
California,Napa,6,55,1/23/2016,35,Good,Ozone,06-055-0003,1
California,Napa,6,55,1/24/2016,45,Good,PM2.5,06-055-0003,1
California,Napa,6,55,1/25/2016,28,Good,PM2.5,06-055-0003,1
California,Napa,6,55,1/26/2016,28,Good,PM2.5,06-055-0003,1
California,Napa,6,55,1/27/2016,33,Good,PM2.5,06-055-0003,1
California,Napa,6,55,1/28/2016,36,Good,PM2.5,06-055-0003,1
California,Napa,6,55,1/29/2016,26,Good,Ozone,06-055-0003,1
California,Napa,6,55,1/30/2016,31,Good,Ozone,06-055-0003,1
California,Napa,6,55,1/31/2016,31,Good,Ozone,06-055-0003,1
California,Napa,6,55,2/1/2016,40,Good,PM2.5,06-055-0003,1
California,Napa,6,55,2/2/2016,39,Good,PM2.5,06-055-0003,1
California,Napa,6,55,2/3/2016,47,Good,PM2.5,06-055-0003,1
California,Napa,6,55,2/4/2016,33,Good,PM2.5,06-055-0003,1
California,Napa,6,55,2/5/2016,47,Good,PM2.5,06-055-0003,1
California,Napa,6,55,2/6/2016,38,Good,PM2.5,06-055-0003,1
California,Napa,6,55,2/7/2016,43,Good,PM2.5,06-055-0003,1
California,Napa,6,55,2/8/2016,22,Good,NO2,06-055-0003,1
California,Napa,6,55,2/9/2016,35,Good,PM2.5,06-055-0003,1
California,Napa,6,55,2/10/2016,37,Good,PM2.5,06-055-0003,1
California,Napa,6,55,2/11/2016,50,Good,PM2.5,06-055-0003,1
California,Napa,6,55,2/12/2016,38,Good,PM2.5,06-055-0003,1
California,Napa,6,55,2/13/2016,31,Good,PM2.5,06-055-0003,1
California,Napa,6,55,2/14/2016,26,Good,Ozone,06-055-0003,1
California,Napa,6,55,2/15/2016,25,Good,NO2,06-055-0003,1
California,Napa,6,55,2/16/2016,26,Good,Ozone,06-055-0003,1
California,Napa,6,55,2/17/2016,35,Good,Ozone,06-055-0003,1
California,Napa,6,55,2/18/2016,36,Good,Ozone,06-055-0003,1
California,Napa,6,55,2/19/2016,32,Good,Ozone,06-055-0003,1
California,Napa,6,55,2/20/2016,40,Good,PM2.5,06-055-0003,1
California,Napa,6,55,2/21/2016,29,Good,Ozone,06-055-0003,1
California,Napa,6,55,2/22/2016,29,Good,Ozone,06-055-0003,1
California,Napa,6,55,2/23/2016,34,Good,PM2.5,06-055-0003,1
California,Napa,6,55,2/24/2016,48,Good,PM2.5,06-055-0003,1
California,Napa,6,55,2/25/2016,45,Good,PM2.5,06-055-0003,1
California,Napa,6,55,2/26/2016,30,Good,PM2.5,06-055-0003,1
California,Napa,6,55,2/27/2016,31,Good,Ozone,06-055-0003,1
California,Napa,6,55,2/28/2016,22,Good,Ozone,06-055-0003,1
California,Napa,6,55,2/29/2016,26,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/1/2016,25,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/2/2016,21,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/3/2016,21,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/4/2016,22,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/5/2016,36,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/6/2016,38,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/7/2016,34,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/8/2016,31,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/9/2016,22,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/10/2016,22,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/11/2016,35,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/12/2016,33,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/13/2016,35,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/14/2016,38,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/15/2016,34,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/16/2016,26,Good,PM2.5,06-055-0003,1
California,Napa,6,55,3/17/2016,34,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/18/2016,26,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/19/2016,25,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/20/2016,28,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/21/2016,40,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/22/2016,32,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/23/2016,30,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/24/2016,29,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/25/2016,32,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/26/2016,29,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/27/2016,27,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/28/2016,36,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/29/2016,35,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/30/2016,31,Good,Ozone,06-055-0003,1
California,Napa,6,55,3/31/2016,32,Good,PM2.5,06-055-0003,1
California,Napa,6,55,4/1/2016,38,Good,PM2.5,06-055-0003,1
California,Napa,6,55,4/2/2016,36,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/3/2016,28,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/4/2016,31,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/5/2016,42,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/6/2016,41,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/7/2016,38,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/8/2016,30,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/9/2016,23,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/10/2016,27,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/11/2016,36,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/12/2016,32,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/13/2016,41,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/14/2016,40,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/15/2016,42,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/16/2016,43,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/17/2016,58,Moderate,Ozone,06-055-0003,1
California,Napa,6,55,4/18/2016,80,Moderate,Ozone,06-055-0003,1
California,Napa,6,55,4/19/2016,48,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/20/2016,44,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/21/2016,33,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/22/2016,43,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/23/2016,39,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/24/2016,40,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/25/2016,41,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/26/2016,33,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/27/2016,40,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/28/2016,33,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/29/2016,40,Good,Ozone,06-055-0003,1
California,Napa,6,55,4/30/2016,40,Good,Ozone,06-055-0003,1
California,Napa,6,55,5/1/2016,40,Good,Ozone,06-055-0003,1
California,Napa,6,55,5/2/2016,40,Good,PM2.5,06-055-0003,1
California,Napa,6,55,5/3/2016,30,Good,Ozone,06-055-0003,1
California,Napa,6,55,5/4/2016,34,Good,Ozone,06-055-0003,1
California,Napa,6,55,5/5/2016,33,Good,Ozone,06-055-0003,1
California,Napa,6,55,5/6/2016,27,Good,Ozone,06-055-0003,1
California,Napa,6,55,5/7/2016,24,Good,Ozone,06-055-0003,1
California,Napa,6,55,5/8/2016,25,Good,Ozone,06-055-0003,1
California,Napa,6,55,5/9/2016,31,Good,Ozone,06-055-0003,1
California,Napa,6,55,5/10/2016,38,Good,PM2.5,06-055-0003,1
California,Napa,6,55,5/11/2016,38,Good,PM2.5,06-055-0003,1
California,Napa,6,55,5/12/2016,34,Good,PM2.5,06-055-0003,1
